NRIC,PLATE,MOD8,MOD7,,,,table slot,mod 7,mod 8,,,,
93127,130718,7,6,,,,,,,,,,
16560,130719,0,5,,,,,,,,,,
47710,130720,6,5,,,,,,,,,,
88886,130721,6,0,,,,,,,,,,
74887,130722,7,1,,,,,,,,,,
48960,130723,0,2,,,,,,,,,,
88264,130724,0,1,,,,,,,,,,
67151,130725,7,0,,,,,,,,,,
44349,130726,5,4,,,,,,,,,,
10747,130727,3,2,,,,,,,,,,
26667,130728,3,4,,,,,,,,,,
49698,130729,2,5,,,,,,,,,,
67082,130730,2,1,,,,,,,,,,
13360,130731,0,4,,,,,,,,,,
34469,130732,5,1,,,,,,,,,,
78650,130733,2,5,,,,,,,,,,
89964,130734,4,0,,,,,,,,,,
67945,130735,1,3,,,,,,,,,,
95534,130736,6,5,,,,,,,,,,
29398,130737,6,5,,,,,,,,,,
93381,130738,5,1,,,,,,,,,,
29427,130739,3,6,,,,,,,,,,
64430,130740,6,2,,,,,,,,,,
37199,130741,7,1,,,,,,,,,,
24064,130742,0,5,,,,,,,,,,
97372,130743,4,2,,,,,,,,,,
64588,130744,4,6,,,,,,,,,,
88169,130745,1,4,,,,,,,,,,
53048,130746,0,2,,,,,,,,,,
42387,130747,3,2,,,,,,,,,,
28242,130748,2,4,,,,,,,,,,
85679,130749,7,6,,,,,,,,,,
53060,130750,4,0,,,,,,,,,,
78552,130751,0,5,,,,,,,,,,
31865,130752,1,1,,,,,,,,,,
37085,130753,5,6,,,,,,,,,,
38058,130754,2,6,,,,,,,,,,
71290,130755,2,2,,,,,,,,,,
26683,130756,3,6,,,,,,,,,,
91927,130757,7,3,,,,,,,,,,
38363,130758,3,3,,,,,,,,,,
82457,130759,1,4,,,,,,,,,,
66010,130760,2,0,,,,,,,,,,
85733,130761,5,4,,,,,,,,,,
60010,130762,2,6,,,,,,,,,,
85049,130763,1,6,,,,,,,,,,
84790,130764,6,6,,,,,,,,,,
83428,130765,4,2,,,,,,,,,,
91489,130766,1,6,,,,,,,,,,
51120,130767,0,6,,,,,,,,,,
49762,130768,2,6,,,,,,,,,,
20331,130769,3,3,,,,,,,,,,
32654,130770,6,6,,,,,,,,,,
89993,130771,1,1,,,,,,,,,,
42094,130772,6,3,,,,,,,,,,
74062,130773,6,2,,,,,,,,,,
17684,130774,4,2,,,,,,,,,,
81405,130775,5,2,,,,,,,,,,
87292,130776,4,2,,,,,,,,,,
91612,130777,4,3,,,,,,,,,,
85682,130778,2,2,,,,,,,,,,
38124,130779,4,2,,,,,,,,,,
98543,130780,7,4,,,,,,,,,,
29995,130781,3,0,,,,,,,,,,
23554,130782,2,6,,,,,,,,,,
25415,130783,7,5,,,,,,,,,,
57646,130784,6,1,,,,,,,,,,
89736,130785,0,3,,,,,,,,,,
99963,130786,3,3,,,,,,,,,,
32941,130787,5,6,,,,,,,,,,
33602,130788,2,2,,,,,,,,,,
92584,130789,0,2,,,,,,,,,,
81416,130790,0,6,,,,,,,,,,
66629,130791,5,3,,,,,,,,,,
46710,130792,6,6,,,,,,,,,,
42162,130793,2,1,,,,,,,,,,
71930,130794,2,5,,,,,,,,,,
71663,130795,7,4,,,,,,,,,,
29006,130796,6,5,,,,,,,,,,
85150,130797,6,2,,,,,,,,,,
22554,130798,2,0,,,,,,,,,,
68587,130799,3,1,,,,,,,,,,
34008,130800,0,2,,,,,,,,,,
16652,130801,4,6,,,,,,,,,,
93877,130802,5,0,,,,,,,,,,
94267,130803,3,5,,,,,,,,,,
40839,130804,7,1,,,,,,,,,,
67337,130805,1,4,,,,,,,,,,
87751,130806,7,6,,,,,,,,,,
99293,130807,5,5,,,,,,,,,,
94737,130808,1,6,,,,,,,,,,
72480,130809,0,2,,,,,,,,,,
93680,130810,0,6,,,,,,,,,,
56994,130811,2,0,,,,,,,,,,
68566,130812,6,1,,,,,,,,,,
68867,130813,3,1,,,,,,,,,,
80846,130814,6,3,,,,,,,,,,
38624,130815,0,5,,,,,,,,,,
26675,130816,3,5,,,,,,,,,,
19081,130817,1,6,,,,,,,,,,
44621,130818,5,3,,,,,,,,,,
50978,130819,2,4,,,,,,,,,,
78438,130820,6,3,,,,,,,,,,
73125,130821,5,3,,,,,,,,,,
27255,130822,7,4,,,,,,,,,,
55818,130823,2,0,,,,,,,,,,
20608,130824,0,0,,,,,,,,,,
23274,130825,2,6,,,,,,,,,,
57553,130826,1,6,,,,,,,,,,
46101,130827,5,6,,,,,,,,,,
45926,130828,6,6,,,,,,,,,,
52752,130829,0,0,,,,,,,,,,
28671,130830,7,6,,,,,,,,,,
40091,130831,3,2,,,,,,,,,,
73976,130832,0,0,,,,,,,,,,
66749,130833,5,4,,,,,,,,,,
15123,130834,3,3,,,,,,,,,,
96196,130835,4,2,,,,,,,,,,
17667,130836,3,6,,,,,,,,,,
29415,130837,7,1,,,,,,,,,,
55691,130838,3,6,,,,,,,,,,
19298,130839,2,6,,,,,,,,,,
12392,130840,0,2,,,,,,,,,,
81218,130841,2,4,,,,,,,,,,
78913,130842,1,2,,,,,,,,,,
67520,130843,0,5,,,,,,,,,,
95313,130844,1,1,,,,,,,,,,
42562,130845,2,2,,,,,,,,,,
53395,130846,3,6,,,,,,,,,,
59314,130847,2,3,,,,,,,,,,
33989,130848,5,4,,,,,,,,,,
89926,130849,6,4,,,,,,,,,,
71822,130850,6,2,,,,,,,,,,
89028,130851,4,2,,,,,,,,,,
81521,130852,1,6,,,,,,,,,,
61808,130853,0,5,,,,,,,,,,
30052,130854,4,1,,,,,,,,,,
97550,130855,6,5,,,,,,,,,,
12630,130856,6,2,,,,,,,,,,
78475,130857,3,5,,,,,,,,,,
87940,130858,4,6,,,,,,,,,,
57871,130859,7,2,,,,,,,,,,
98963,130860,3,4,,,,,,,,,,
74912,130861,0,5,,,,,,,,,,
61372,130862,4,3,,,,,,,,,,
50851,130863,3,3,,,,,,,,,,
87868,130864,4,4,,,,,,,,,,
62240,130865,0,3,,,,,,,,,,
52239,130866,7,5,,,,,,,,,,
66217,130867,1,4,,,,,,,,,,
29667,130868,3,1,,,,,,,,,,
49691,130869,3,5,,,,,,,,,,
35043,130870,3,1,,,,,,,,,,
58483,130871,3,5,,,,,,,,,,
16110,130872,6,3,,,,,,,,,,
33816,130873,0,6,,,,,,,,,,
41247,130874,7,3,,,,,,,,,,
58697,130875,1,2,,,,,,,,,,
24386,130876,2,5,,,,,,,,,,
18463,130877,7,4,,,,,,,,,,
61467,130878,3,0,,,,,,,,,,
16018,130879,2,2,,,,,,,,,,
67843,130880,3,6,,,,,,,,,,
97028,130881,4,1,,,,,,,,,,
53165,130882,5,0,,,,,,,,,,
75214,130883,6,6,,,,,,,,,,
30881,130884,1,4,,,,,,,,,,
39650,130885,2,2,,,,,,,,,,
87268,130886,4,6,,,,,,,,,,
71928,130887,0,3,,,,,,,,,,
60173,130888,5,1,,,,,,,,,,
10205,130889,5,6,,,,,,,,,,
64843,130890,3,2,,,,,,,,,,
26932,130891,4,3,,,,,,,,,,
55638,130892,6,2,,,,,,,,,,
30920,130893,0,1,,,,,,,,,,
67335,130894,7,2,,,,,,,,,,
52608,130895,0,3,,,,,,,,,,
35972,130896,4,6,,,,,,,,,,
28642,130897,2,5,,,,,,,,,,
93286,130898,6,4,,,,,,,,,,
75101,130899,5,5,,,,,,,,,,
11447,130900,7,2,,,,,,,,,,
54920,130901,0,5,,,,,,,,,,
16076,130902,4,4,,,,,,,,,,
13053,130903,5,5,,,,,,,,,,
83385,130904,1,1,,,,,,,,,,
97672,130905,0,1,,,,,,,,,,
30147,130906,3,5,,,,,,,,,,
77167,130907,7,6,,,,,,,,,,
93019,130908,3,3,,,,,,,,,,
51113,130909,1,6,,,,,,,,,,
93458,130910,2,1,,,,,,,,,,
13116,130911,4,5,,,,,,,,,,
88091,130912,3,3,,,,,,,,,,
93492,130913,4,0,,,,,,,,,,
17873,130914,1,2,,,,,,,,,,
97183,130915,7,2,,,,,,,,,,
55251,130916,3,0,,,,,,,,,,
69378,130917,2,1,,,,,,,,,,
55764,130918,4,2,,,,,,,,,,
25516,130919,4,1,,,,,,,,,,
86681,130920,1,0,,,,,,,,,,
32652,130921,4,4,,,,,,,,,,
36635,130922,3,4,,,,,,,,,,
64697,130923,1,3,,,,,,,,,,
22975,130924,7,1,,,,,,,,,,
41444,130925,4,4,,,,,,,,,,
41520,130926,0,3,,,,,,,,,,
61977,130927,1,6,,,,,,,,,,
34560,130928,0,1,,,,,,,,,,
19253,130929,5,3,,,,,,,,,,
98026,130930,2,5,,,,,,,,,,
34281,130931,1,2,,,,,,,,,,
35415,130932,7,2,,,,,,,,,,
21349,130933,5,6,,,,,,,,,,
68558,130934,6,0,,,,,,,,,,
28675,130935,3,3,,,,,,,,,,
23718,130936,6,2,,,,,,,,,,
80433,130937,1,3,,,,,,,,,,
34263,130938,7,5,,,,,,,,,,
90971,130939,3,6,,,,,,,,,,
50359,130940,7,1,,,,,,,,,,
67896,130941,0,3,,,,,,,,,,
40143,130942,7,5,,,,,,,,,,
78110,130943,6,4,,,,,,,,,,
43821,130944,5,1,,,,,,,,,,
32817,130945,1,1,,,,,,,,,,
46737,130946,1,5,,,,,,,,,,
58618,130947,2,0,,,,,,,,,,
62038,130948,6,4,,,,,,,,,,
46385,130949,1,3,,,,,,,,,,
76592,130950,0,5,,,,,,,,,,
70809,130951,1,4,,,,,,,,,,
37910,130952,6,5,,,,,,,,,,
71477,130953,5,0,,,,,,,,,,
10262,130954,6,0,,,,,,,,,,
17788,130955,4,1,,,,,,,,,,
18332,130956,4,6,,,,,,,,,,
80100,130957,4,6,,,,,,,,,,
73176,130958,0,5,,,,,,,,,,
75609,130959,1,2,,,,,,,,,,
19103,130960,7,0,,,,,,,,,,
11857,130961,1,6,,,,,,,,,,
25030,130962,6,5,,,,,,,,,,
61877,130963,5,4,,,,,,,,,,
51529,130964,1,2,,,,,,,,,,
69141,130965,5,2,,,,,,,,,,
80468,130966,4,3,,,,,,,,,,
18256,130967,0,0,,,,,,,,,,
18865,130968,1,0,,,,,,,,,,
69222,130969,6,6,,,,,,,,,,
39092,130970,4,4,,,,,,,,,,
19107,130971,3,4,,,,,,,,,,
30732,130972,4,2,,,,,,,,,,
69066,130973,2,4,,,,,,,,,,
95952,130974,0,3,,,,,,,,,,
82938,130975,2,2,,,,,,,,,,
85836,130976,4,2,,,,,,,,,,
12527,130977,7,4,,,,,,,,,,
53355,130978,3,1,,,,,,,,,,
92214,130979,6,3,,,,,,,,,,
91210,130980,2,0,,,,,,,,,,
79147,130981,3,5,,,,,,,,,,
76952,130982,0,1,,,,,,,,,,
69703,130983,7,4,,,,,,,,,,
49160,130984,0,6,,,,,,,,,,
75202,130985,2,1,,,,,,,,,,
27375,130986,7,5,,,,,,,,,,
40875,130987,3,2,,,,,,,,,,
70342,130988,6,6,,,,,,,,,,
22063,130989,7,6,,,,,,,,,,
75863,130990,7,4,,,,,,,,,,
26716,130991,4,4,,,,,,,,,,
18517,130992,5,2,,,,,,,,,,
38884,130993,4,6,,,,,,,,,,
67607,130994,7,1,,,,,,,,,,
35198,130995,6,2,,,,,,,,,,
64986,130996,2,5,,,,,,,,,,
78187,130997,3,4,,,,,,,,,,
81831,130998,7,1,,,,,,,,,,
83725,130999,5,5,,,,,,,,,,
77013,131000,5,6,,,,,,,,,,
67762,131001,2,2,,,,,,,,,,
50771,131002,3,0,,,,,,,,,,
45319,131003,7,1,,,,,,,,,,
37487,131004,7,2,,,,,,,,,,
70404,131005,4,5,,,,,,,,,,
71353,131006,1,2,,,,,,,,,,
80289,131007,1,6,,,,,,,,,,
58419,131008,3,4,,,,,,,,,,
25190,131009,6,4,,,,,,,,,,
65922,131010,2,3,,,,,,,,,,
10136,131011,0,0,,,,,,,,,,
13464,131012,0,3,,,,,,,,,,
20578,131013,2,5,,,,,,,,,,
91315,131014,3,0,,,,,,,,,,
34041,131015,1,0,,,,,,,,,,
18485,131016,5,5,,,,,,,,,,
51192,131017,0,1,,,,,,,,,,
24320,131018,0,2,,,,,,,,,,
35529,131019,1,4,,,,,,,,,,
88564,131020,4,0,,,,,,,,,,
67056,131021,0,3,,,,,,,,,,
69215,131022,7,6,,,,,,,,,,
13981,131023,5,2,,,,,,,,,,
15814,131024,6,1,,,,,,,,,,
59950,131025,6,2,,,,,,,,,,
88548,131026,4,5,,,,,,,,,,
73283,131027,3,0,,,,,,,,,,
19024,131028,0,5,,,,,,,,,,
99994,131029,2,6,,,,,,,,,,
13851,131030,3,5,,,,,,,,,,
47027,131031,3,1,,,,,,,,,,
72113,131032,1,6,,,,,,,,,,
68719,131033,7,0,,,,,,,,,,
41622,131034,6,0,,,,,,,,,,
12844,131035,4,6,,,,,,,,,,
51006,131036,6,4,,,,,,,,,,
85334,131037,6,4,,,,,,,,,,
12606,131038,6,6,,,,,,,,,,
88349,131039,5,2,,,,,,,,,,
40825,131040,1,1,,,,,,,,,,
49341,131041,5,5,,,,,,,,,,
34458,131042,2,4,,,,,,,,,,
35629,131043,5,6,,,,,,,,,,
39332,131044,4,6,,,,,,,,,,
79499,131045,3,0,,,,,,,,,,
45753,131046,1,1,,,,,,,,,,
15141,131047,5,0,,,,,,,,,,
68622,131048,6,1,,,,,,,,,,
84224,131049,0,0,,,,,,,,,,
43790,131050,6,5,,,,,,,,,,
65226,131051,2,0,,,,,,,,,,
85014,131052,6,6,,,,,,,,,,
42657,131053,1,6,,,,,,,,,,
71772,131054,4,1,,,,,,,,,,
80276,131055,4,0,,,,,,,,,,
34070,131056,6,1,,,,,,,,,,
50649,131057,1,4,,,,,,,,,,
64808,131058,0,2,,,,,,,,,,
55593,131059,1,6,,,,,,,,,,
66225,131060,1,5,,,,,,,,,,
29187,131061,3,4,,,,,,,,,,
39735,131062,7,3,,,,,,,,,,
75350,131063,6,2,,,,,,,,,,
11373,131064,5,5,,,,,,,,,,
83231,131065,7,1,,,,,,,,,,
19512,131066,0,3,,,,,,,,,,
56414,131067,6,1,,,,,,,,,,
68743,131068,7,3,,,,,,,,,,
99882,131069,2,6,,,,,,,,,,
59021,131070,5,4,,,,,,,,,,
69566,131071,6,0,,,,,,,,,,
63602,131072,2,0,,,,,,,,,,
44628,131073,4,3,,,,,,,,,,
62361,131074,1,5,,,,,,,,,,
26316,131075,4,3,,,,,,,,,,
66066,131076,2,0,,,,,,,,,,
47050,131077,2,3,,,,,,,,,,
18747,131078,3,1,,,,,,,,,,
40246,131079,6,3,,,,,,,,,,
74464,131080,0,5,,,,,,,,,,
53020,131081,4,2,,,,,,,,,,
60424,131082,0,0,,,,,,,,,,
46016,131083,0,5,,,,,,,,,,
27131,131084,3,6,,,,,,,,,,
64628,131085,4,4,,,,,,,,,,
99978,131086,2,4,,,,,,,,,,
97454,131087,6,0,,,,,,,,,,
30269,131088,5,1,,,,,,,,,,
26030,131089,6,4,,,,,,,,,,
59973,131090,5,4,,,,,,,,,,
44641,131091,1,2,,,,,,,,,,
20280,131092,0,1,,,,,,,,,,
40112,131093,0,2,,,,,,,,,,
98063,131094,7,0,,,,,,,,,,
28335,131095,7,6,,,,,,,,,,
34573,131096,5,0,,,,,,,,,,
51714,131097,2,5,,,,,,,,,,
71667,131098,3,1,,,,,,,,,,
76381,131099,5,4,,,,,,,,,,
71383,131100,7,4,,,,,,,,,,
53783,131101,7,2,,,,,,,,,,
39822,131102,6,6,,,,,,,,,,
46681,131103,1,5,,,,,,,,,,
56817,131104,1,5,,,,,,,,,,
88677,131105,5,1,,,,,,,,,,
98947,131106,3,2,,,,,,,,,,
46567,131107,7,3,,,,,,,,,,
72597,131108,5,0,,,,,,,,,,
93700,131109,4,5,,,,,,,,,,
79413,131110,5,5,,,,,,,,,,
55527,131111,7,3,,,,,,,,,,
64441,131112,1,6,,,,,,,,,,
20247,131113,7,3,,,,,,,,,,
56710,131114,6,3,,,,,,,,,,
11200,131115,0,0,,,,,,,,,,
62203,131116,3,1,,,,,,,,,,
94340,131117,4,1,,,,,,,,,,
47300,131118,4,1,,,,,,,,,,
29233,131119,1,1,,,,,,,,,,
14608,131120,0,6,,,,,,,,,,
20631,131121,7,2,,,,,,,,,,
82560,131122,0,2,,,,,,,,,,
32110,131123,6,1,,,,,,,,,,
72021,131124,5,5,,,,,,,,,,
13461,131125,5,0,,,,,,,,,,
24629,131126,5,3,,,,,,,,,,
33558,131127,6,0,,,,,,,,,,
67685,131128,5,2,,,,,,,,,,
44708,131129,4,6,,,,,,,,,,
19381,131130,5,5,,,,,,,,,,
73399,131131,7,4,,,,,,,,,,
63342,131132,6,6,,,,,,,,,,
10511,131133,7,4,,,,,,,,,,
29569,131134,1,1,,,,,,,,,,
39308,131135,4,3,,,,,,,,,,
36681,131136,1,1,,,,,,,,,,
79179,131137,3,2,,,,,,,,,,
38746,131138,2,1,,,,,,,,,,
13024,131139,0,4,,,,,,,,,,
37651,131140,3,5,,,,,,,,,,
29787,131141,3,2,,,,,,,,,,
81353,131142,1,6,,,,,,,,,,
33511,131143,7,2,,,,,,,,,,
84686,131144,6,0,,,,,,,,,,
21113,131145,1,1,,,,,,,,,,
28555,131146,3,2,,,,,,,,,,
49010,131147,2,3,,,,,,,,,,
54223,131148,7,1,,,,,,,,,,
33022,131149,6,3,,,,,,,,,,
93432,131150,0,3,,,,,,,,,,
80965,131151,5,3,,,,,,,,,,
59205,131152,5,6,,,,,,,,,,
85525,131153,5,6,,,,,,,,,,
50821,131154,5,1,,,,,,,,,,
68652,131155,4,3,,,,,,,,,,
61018,131156,2,6,,,,,,,,,,
53763,131157,3,3,,,,,,,,,,
93306,131158,2,3,,,,,,,,,,
84583,131159,7,2,,,,,,,,,,
31607,131160,7,2,,,,,,,,,,
51185,131161,1,1,,,,,,,,,,
71510,131162,6,5,,,,,,,,,,
93722,131163,2,6,,,,,,,,,,
82297,131164,1,5,,,,,,,,,,
78406,131165,6,6,,,,,,,,,,
35788,131166,4,4,,,,,,,,,,
87058,131167,2,6,,,,,,,,,,
55493,131168,5,4,,,,,,,,,,
24207,131169,7,1,,,,,,,,,,
11360,131170,0,6,,,,,,,,,,
86330,131171,2,6,,,,,,,,,,
72566,131172,6,4,,,,,,,,,,
91697,131173,1,4,,,,,,,,,,
99291,131174,3,3,,,,,,,,,,
68182,131175,6,2,,,,,,,,,,
54295,131176,7,3,,,,,,,,,,
52992,131177,0,2,,,,,,,,,,
97392,131178,0,1,,,,,,,,,,
28172,131179,4,4,,,,,,,,,,
55575,131180,7,2,,,,,,,,,,
70417,131181,1,4,,,,,,,,,,
95714,131182,2,3,,,,,,,,,,
27244,131183,4,0,,,,,,,,,,
19904,131184,0,3,,,,,,,,,,
70019,131185,3,5,,,,,,,,,,
81642,131186,2,1,,,,,,,,,,
11467,131187,3,1,,,,,,,,,,
36043,131188,3,0,,,,,,,,,,
58927,131189,7,1,,,,,,,,,,
49792,131190,0,1,,,,,,,,,,
60995,131191,3,4,,,,,,,,,,
36271,131192,7,4,,,,,,,,,,
43936,131193,0,4,,,,,,,,,,
44544,131194,0,3,,,,,,,,,,
59429,131195,5,6,,,,,,,,,,
36739,131196,3,3,,,,,,,,,,
60954,131197,2,5,,,,,,,,,,
42431,131198,7,4,,,,,,,,,,
75846,131199,6,1,,,,,,,,,,
62921,131200,1,5,,,,,,,,,,
38333,131201,5,1,,,,,,,,,,
14471,131202,7,2,,,,,,,,,,
23508,131203,4,2,,,,,,,,,,
25078,131204,6,4,,,,,,,,,,
52343,131205,7,4,,,,,,,,,,
84805,131206,5,0,,,,,,,,,,
90367,131207,7,4,,,,,,,,,,
88377,131208,1,2,,,,,,,,,,
48790,131209,6,0,,,,,,,,,,
17277,131210,5,1,,,,,,,,,,
38474,131211,2,2,,,,,,,,,,
50487,131212,7,3,,,,,,,,,,
97707,131213,3,1,,,,,,,,,,
92473,131214,1,3,,,,,,,,,,
21197,131215,5,1,,,,,,,,,,
66918,131216,6,5,,,,,,,,,,
67184,131217,0,5,,,,,,,,,,
47028,131218,4,2,,,,,,,,,,
98506,131219,2,2,,,,,,,,,,
63073,131220,1,3,,,,,,,,,,
90769,131221,1,0,,,,,,,,,,
69261,131222,5,3,,,,,,,,,,
84694,131223,6,1,,,,,,,,,,
40015,131224,7,3,,,,,,,,,,
60368,131225,0,0,,,,,,,,,,
76124,131226,4,6,,,,,,,,,,
38199,131227,7,0,,,,,,,,,,
15484,131228,4,0,,,,,,,,,,
84973,131229,5,0,,,,,,,,,,
54092,131230,4,3,,,,,,,,,,
51673,131231,1,6,,,,,,,,,,
12333,131232,5,6,,,,,,,,,,
98611,131233,3,2,,,,,,,,,,
39178,131234,2,6,,,,,,,,,,
22187,131235,3,4,,,,,,,,,,
72860,131236,4,4,,,,,,,,,,
86895,131237,7,4,,,,,,,,,,
36642,131238,2,4,,,,,,,,,,
22851,131239,3,3,,,,,,,,,,
56413,131240,5,0,,,,,,,,,,
99968,131241,0,1,,,,,,,,,,
91789,131242,5,5,,,,,,,,,,
92627,131243,3,3,,,,,,,,,,
49495,131244,7,5,,,,,,,,,,
58713,131245,1,4,,,,,,,,,,
73012,131246,4,2,,,,,,,,,,
78854,131247,6,6,,,,,,,,,,
65628,131248,4,3,,,,,,,,,,
20855,131249,7,2,,,,,,,,,,
38685,131250,5,3,,,,,,,,,,
51980,131251,4,5,,,,,,,,,,
62702,131252,6,3,,,,,,,,,,
86471,131253,7,0,,,,,,,,,,
62857,131254,1,4,,,,,,,,,,
60765,131255,5,5,,,,,,,,,,
44351,131256,7,6,,,,,,,,,,
78651,131257,3,6,,,,,,,,,,
38576,131258,0,6,,,,,,,,,,
88685,131259,5,2,,,,,,,,,,
51431,131260,7,2,,,,,,,,,,
18446,131261,6,1,,,,,,,,,,
10396,131262,4,1,,,,,,,,,,
49221,131263,5,4,,,,,,,,,,
51408,131264,0,0,,,,,,,,,,
89492,131265,4,4,,,,,,,,,,
62625,131266,1,3,,,,,,,,,,
76774,131267,6,5,,,,,,,,,,
63882,131268,2,0,,,,,,,,,,
99324,131269,4,1,,,,,,,,,,
49589,131270,5,1,,,,,,,,,,
50188,131271,4,5,,,,,,,,,,
38110,131272,6,2,,,,,,,,,,
59954,131273,2,6,,,,,,,,,,
53332,131274,4,6,,,,,,,,,,
72668,131275,4,1,,,,,,,,,,
37572,131276,4,3,,,,,,,,,,
98627,131277,3,4,,,,,,,,,,
29043,131278,3,0,,,,,,,,,,
47758,131279,6,4,,,,,,,,,,
46231,131280,7,3,,,,,,,,,,
84320,131281,0,5,,,,,,,,,,
76221,131282,5,5,,,,,,,,,,
27277,131283,5,5,,,,,,,,,,
35622,131284,6,6,,,,,,,,,,
51243,131285,3,3,,,,,,,,,,
63841,131286,1,1,,,,,,,,,,
14249,131287,1,4,,,,,,,,,,
22735,131288,7,6,,,,,,,,,,
90374,131289,6,4,,,,,,,,,,
61369,131290,1,0,,,,,,,,,,
92804,131291,4,5,,,,,,,,,,
79603,131292,3,6,,,,,,,,,,
41972,131293,4,0,,,,,,,,,,
36725,131294,5,3,,,,,,,,,,
95265,131295,1,2,,,,,,,,,,
26699,131296,3,1,,,,,,,,,,
11390,131297,6,1,,,,,,,,,,
84814,131298,6,2,,,,,,,,,,
67340,131299,4,0,,,,,,,,,,
23634,131300,2,2,,,,,,,,,,
17081,131301,1,1,,,,,,,,,,
59529,131302,1,1,,,,,,,,,,
54290,131303,2,5,,,,,,,,,,
10716,131304,4,6,,,,,,,,,,
28702,131305,6,2,,,,,,,,,,
20926,131306,6,3,,,,,,,,,,
17654,131307,6,0,,,,,,,,,,
38493,131308,5,0,,,,,,,,,,
45129,131309,1,0,,,,,,,,,,
25904,131310,0,4,,,,,,,,,,
50914,131311,2,3,,,,,,,,,,
22125,131312,5,5,,,,,,,,,,
64107,131313,3,1,,,,,,,,,,
99492,131314,4,1,,,,,,,,,,
31103,131315,7,2,,,,,,,,,,
62718,131316,6,5,,,,,,,,,,
81306,131317,2,1,,,,,,,,,,
74674,131318,2,5,,,,,,,,,,
47298,131319,2,6,,,,,,,,,,
27430,131320,6,4,,,,,,,,,,
45054,131321,6,2,,,,,,,,,,
24593,131322,1,2,,,,,,,,,,
75304,131323,0,5,,,,,,,,,,
93886,131324,6,2,,,,,,,,,,
48870,131325,6,3,,,,,,,,,,
33585,131326,1,6,,,,,,,,,,
39547,131327,3,4,,,,,,,,,,
38951,131328,7,3,,,,,,,,,,
88815,131329,7,6,,,,,,,,,,
97208,131330,0,6,,,,,,,,,,
12331,131331,3,4,,,,,,,,,,
39606,131332,6,0,,,,,,,,,,
74493,131333,5,6,,,,,,,,,,
68992,131334,0,0,,,,,,,,,,
83829,131335,5,4,,,,,,,,,,
73131,131336,3,2,,,,,,,,,,
50687,131337,7,0,,,,,,,,,,
69642,131338,2,6,,,,,,,,,,
87126,131339,6,4,,,,,,,,,,
17270,131340,6,1,,,,,,,,,,
43768,131341,0,4,,,,,,,,,,
42417,131342,1,4,,,,,,,,,,
25988,131343,4,4,,,,,,,,,,
46121,131344,1,5,,,,,,,,,,
55901,131345,5,6,,,,,,,,,,
38932,131346,4,5,,,,,,,,,,
45013,131347,5,3,,,,,,,,,,
84912,131348,0,2,,,,,,,,,,
23678,131349,6,4,,,,,,,,,,
96728,131350,0,2,,,,,,,,,,
88964,131351,4,1,,,,,,,,,,
76459,131352,3,5,,,,,,,,,,
96639,131353,7,4,,,,,,,,,,
64280,131354,0,6,,,,,,,,,,
80221,131355,5,1,,,,,,,,,,
14406,131356,6,0,,,,,,,,,,
24187,131357,3,2,,,,,,,,,,
85910,131358,6,6,,,,,,,,,,
39788,131359,4,0,,,,,,,,,,
97254,131360,6,3,,,,,,,,,,
97401,131361,1,3,,,,,,,,,,
43624,131362,0,0,,,,,,,,,,
55223,131363,7,0,,,,,,,,,,
65361,131364,1,2,,,,,,,,,,
94868,131365,4,4,,,,,,,,,,
75936,131366,0,0,,,,,,,,,,
73117,131367,5,2,,,,,,,,,,
47770,131368,2,2,,,,,,,,,,
48044,131369,4,3,,,,,,,,,,
14332,131370,4,3,,,,,,,,,,
63923,131371,3,6,,,,,,,,,,
86751,131372,7,0,,,,,,,,,,
98594,131373,2,6,,,,,,,,,,
32823,131374,7,0,,,,,,,,,,
69695,131375,7,3,,,,,,,,,,
94488,131376,0,2,,,,,,,,,,
22337,131377,1,0,,,,,,,,,,
81797,131378,5,2,,,,,,,,,,
49986,131379,2,6,,,,,,,,,,
68680,131380,0,3,,,,,,,,,,
42443,131381,3,2,,,,,,,,,,
91393,131382,1,1,,,,,,,,,,
50407,131383,7,0,,,,,,,,,,
51088,131384,0,2,,,,,,,,,,
33324,131385,4,4,,,,,,,,,,
81916,131386,4,2,,,,,,,,,,
46716,131387,4,5,,,,,,,,,,
80893,131388,5,1,,,,,,,,,,
43352,131389,0,1,,,,,,,,,,
41193,131390,1,5,,,,,,,,,,
19293,131391,5,1,,,,,,,,,,
83275,131392,3,3,,,,,,,,,,
17834,131393,2,5,,,,,,,,,,
97597,131394,5,3,,,,,,,,,,
20111,131395,7,0,,,,,,,,,,
30241,131396,1,1,,,,,,,,,,
19725,131397,5,6,,,,,,,,,,
42139,131398,3,6,,,,,,,,,,
87332,131399,4,0,,,,,,,,,,
54472,131400,0,5,,,,,,,,,,
41389,131401,5,5,,,,,,,,,,
93219,131402,3,0,,,,,,,,,,
36260,131403,4,0,,,,,,,,,,
53805,131404,5,3,,,,,,,,,,
15408,131405,0,1,,,,,,,,,,
13832,131406,0,0,,,,,,,,,,
29220,131407,4,2,,,,,,,,,,
40516,131408,4,0,,,,,,,,,,
19677,131409,5,0,,,,,,,,,,
82604,131410,4,4,,,,,,,,,,
54704,131411,0,6,,,,,,,,,,
99570,131412,2,2,,,,,,,,,,
79726,131413,6,3,,,,,,,,,,
21193,131414,1,4,,,,,,,,,,
