NRIC,PLATE,mod 7,mod 8,,,,,,,,,
8534692,4669763,5,4,,,,,,,,,
2120860,2840090,0,4,,,,,,,,,
174388,7165172,4,4,,,,,,,,,
5176520,8857885,6,0,,,,,,,,,
3239432,4523309,0,0,,,,,,,,,
4225508,1536575,0,4,,,,,,,,,
5797480,2327689,3,0,,,,,,,,,
6399572,6931834,4,4,,,,,,,,,
7852868,4691958,2,4,,,,,,,,,
1742204,294579,2,4,,,,,,,,,
9952728,9595243,2,0,,,,,,,,,
7044356,5271502,4,4,,,,,,,,,
8185972,4786450,4,4,,,,,,,,,
7169096,7224786,4,0,,,,,,,,,
8192668,5785376,1,4,,,,,,,,,
8342516,3320196,0,4,,,,,,,,,
1509036,498028,4,4,,,,,,,,,
3254676,127057,5,4,,,,,,,,,
638840,2940844,6,0,,,,,,,,,
7262320,5366697,2,0,,,,,,,,,
734052,3877728,4,4,,,,,,,,,
220624,3900782,5,0,,,,,,,,,
4459124,7134486,5,4,,,,,,,,,
8856504,9573432,6,0,,,,,,,,,
305564,6981145,0,4,,,,,,,,,
1550968,7085111,6,0,,,,,,,,,
8967424,2712473,4,0,,,,,,,,,
7810584,5442019,5,0,,,,,,,,,
8901368,1042326,0,0,,,,,,,,,
1118204,3681124,3,4,,,,,,,,,
4129512,9800883,2,0,,,,,,,,,
5191360,8986877,6,0,,,,,,,,,
1641948,5246163,0,4,,,,,,,,,
316592,2178095,3,0,,,,,,,,,
3464516,6421655,6,4,,,,,,,,,
7160944,8152694,0,0,,,,,,,,,
3914292,413937,4,4,,,,,,,,,
389500,748444,6,4,,,,,,,,,
4266648,4036083,1,0,,,,,,,,,
4051896,7681473,2,0,,,,,,,,,
328924,7775381,1,4,,,,,,,,,
3948156,80767,2,4,,,,,,,,,
714508,753473,4,4,,,,,,,,,
3715236,3933537,0,4,,,,,,,,,
3151416,4447333,2,0,,,,,,,,,
6311616,4022239,3,0,,,,,,,,,
511740,633737,5,4,,,,,,,,,
7530412,1954492,1,4,,,,,,,,,
1433844,9325560,6,4,,,,,,,,,
7934092,9255885,5,4,,,,,,,,,
431264,8504973,1,0,,,,,,,,,
2539248,4913169,5,0,,,,,,,,,
8253032,1121189,4,0,,,,,,,,,
7295052,3056915,2,4,,,,,,,,,
9704632,8459349,0,0,,,,,,,,,
4364708,7708801,5,4,,,,,,,,,
6836520,2481542,5,0,,,,,,,,,
5115952,5817566,2,0,,,,,,,,,
2568852,307356,6,4,,,,,,,,,
3986976,1675929,0,0,,,,,,,,,
417496,1326034,2,0,,,,,,,,,
8648876,9210543,5,4,,,,,,,,,
4809252,4895169,0,4,,,,,,,,,
5838728,495864,0,0,,,,,,,,,
4003692,4676451,0,4,,,,,,,,,
6119264,3925000,4,0,,,,,,,,,
2933384,9983198,6,0,,,,,,,,,
9460108,802151,0,4,,,,,,,,,
1635172,7752714,0,4,,,,,,,,,
4873312,339964,3,0,,,,,,,,,
3009736,7308073,2,0,,,,,,,,,
5649572,506518,5,4,,,,,,,,,
1278476,2718184,3,4,,,,,,,,,
5714920,4744774,1,0,,,,,,,,,
583380,1468102,0,4,,,,,,,,,
2463648,9767429,5,0,,,,,,,,,
5444948,5490657,5,4,,,,,,,,,
6433000,6630242,0,0,,,,,,,,,
8903964,7896753,6,4,,,,,,,,,
3974960,9964461,3,0,,,,,,,,,
2304684,7173376,4,4,,,,,,,,,
8718708,2375098,5,4,,,,,,,,,
5337476,3468961,4,4,,,,,,,,,
118372,736393,2,4,,,,,,,,,
5232124,8946767,2,4,,,,,,,,,
5967516,5505432,2,4,,,,,,,,,
2492960,1143429,1,0,,,,,,,,,
4674228,6961347,6,4,,,,,,,,,
7011024,218159,6,0,,,,,,,,,
8845096,7781770,1,0,,,,,,,,,
1909908,4304827,0,4,,,,,,,,,
2947024,1970774,3,0,,,,,,,,,
6747772,4353876,3,4,,,,,,,,,
224908,1108425,5,4,,,,,,,,,
9796748,9686547,3,4,,,,,,,,,
7830056,2050496,3,0,,,,,,,,,
5016828,5213617,5,4,,,,,,,,,
2607992,1027391,2,0,,,,,,,,,
6987808,5383459,2,0,,,,,,,,,
7239624,9403693,0,0,,,,,,,,,
3586572,9070590,3,4,,,,,,,,,
414840,9240652,6,0,,,,,,,,,
3199728,5563031,0,0,,,,,,,,,
2288948,4335564,4,4,,,,,,,,,
3502436,1528830,0,4,,,,,,,,,
4186420,5267440,0,4,,,,,,,,,
5060952,3177662,1,0,,,,,,,,,
3603700,6632918,2,4,,,,,,,,,
4985716,1775561,1,4,,,,,,,,,
9902108,2320611,6,4,,,,,,,,,
8706828,6969656,4,4,,,,,,,,,
1233108,2470379,2,4,,,,,,,,,
4413040,4329427,2,0,,,,,,,,,
7480032,6569134,0,0,,,,,,,,,
2820900,1347445,5,4,,,,,,,,,
9629104,8054911,2,0,,,,,,,,,
970272,2947677,2,0,,,,,,,,,
969416,4204012,0,0,,,,,,,,,
219876,5762920,6,4,,,,,,,,,
9198432,4200718,5,0,,,,,,,,,
1847300,9582723,0,4,,,,,,,,,
4151604,7411401,2,4,,,,,,,,,
48188,4827210,0,4,,,,,,,,,
5564940,8435056,3,4,,,,,,,,,
8113400,1649178,1,0,,,,,,,,,
7444024,4610945,0,0,,,,,,,,,
1149776,8179713,5,0,,,,,,,,,
1734188,6974615,1,4,,,,,,,,,
359920,2102730,1,0,,,,,,,,,
4962528,6961412,4,0,,,,,,,,,
617756,7227730,6,4,,,,,,,,,
3207260,8283828,0,4,,,,,,,,,
4262184,9356460,3,0,,,,,,,,,
3121048,7447091,0,0,,,,,,,,,
2823064,6047825,6,0,,,,,,,,,
6100156,8755412,6,4,,,,,,,,,
6563696,2307505,6,0,,,,,,,,,
4918848,2886313,4,0,,,,,,,,,
6610576,9104418,0,0,,,,,,,,,
7950256,7889043,6,0,,,,,,,,,
9234492,9674532,1,4,,,,,,,,,
4280984,561472,1,0,,,,,,,,,
2624504,6323891,1,0,,,,,,,,,
3348024,1575806,1,0,,,,,,,,,
3162400,755240,3,0,,,,,,,,,
7711444,5723919,6,4,,,,,,,,,
5275056,1961977,3,0,,,,,,,,,
1940052,3554534,2,4,,,,,,,,,
2876060,81262,5,4,,,,,,,,,
3941880,7632693,5,0,,,,,,,,,
3906964,5966810,5,4,,,,,,,,,
2451876,1213053,0,4,,,,,,,,,
6122888,652173,2,0,,,,,,,,,
3658144,8357178,0,0,,,,,,,,,
9825864,6563370,6,0,,,,,,,,,
7218412,7933013,5,4,,,,,,,,,
6235588,6040042,2,4,,,,,,,,,
7828764,5885684,6,4,,,,,,,,,
4659668,6242638,6,4,,,,,,,,,
1985948,8063575,6,4,,,,,,,,,
1463380,3853274,2,4,,,,,,,,,
1476916,3461952,0,4,,,,,,,,,
2313432,5359223,2,0,,,,,,,,,
7597548,3590057,0,4,,,,,,,,,
1929464,2531833,5,0,,,,,,,,,
807676,1253300,2,4,,,,,,,,,
3218608,7018496,1,0,,,,,,,,,
1496348,7997003,0,4,,,,,,,,,
5455536,157821,2,0,,,,,,,,,
6635288,8253729,2,0,,,,,,,,,
5678744,1165801,1,0,,,,,,,,,
9771132,4024390,0,4,,,,,,,,,
1253304,3162562,3,0,,,,,,,,,
1023340,4608376,3,4,,,,,,,,,
5455080,6566531,1,0,,,,,,,,,
7179652,2148977,4,4,,,,,,,,,
5905444,6223400,6,4,,,,,,,,,
7294596,6784578,1,4,,,,,,,,,
1804268,527273,4,4,,,,,,,,,
6152444,528548,4,4,,,,,,,,,
7172132,6587783,2,4,,,,,,,,,
9622348,9063148,1,4,,,,,,,,,
985196,1581489,2,4,,,,,,,,,
9732808,1063018,1,0,,,,,,,,,
4648732,7850943,4,4,,,,,,,,,
1198856,4634872,1,0,,,,,,,,,
2667800,9711211,2,0,,,,,,,,,
730524,3675121,4,4,,,,,,,,,
1334780,271746,6,4,,,,,,,,,
8618164,2247924,2,4,,,,,,,,,
2316316,8814662,2,4,,,,,,,,,
4613020,135254,6,4,,,,,,,,,
3696696,3613607,3,0,,,,,,,,,
3736072,4848292,4,0,,,,,,,,,
2010220,1632849,2,4,,,,,,,,,
883820,6291255,0,4,,,,,,,,,
5041280,3555659,6,0,,,,,,,,,
5126600,7053874,3,0,,,,,,,,,
6948856,1550698,5,0,,,,,,,,,
9651040,1088545,0,0,,,,,,,,,
748472,7025767,4,0,,,,,,,,,
5507916,6403962,1,4,,,,,,,,,
6407708,1942227,6,4,,,,,,,,,
4842100,7718391,4,4,,,,,,,,,
8339620,8682892,2,4,,,,,,,,,
1061016,4831837,5,0,,,,,,,,,
4006556,5441594,1,4,,,,,,,,,
2423420,5468965,6,4,,,,,,,,,
6635500,6615226,4,4,,,,,,,,,
4829772,2982235,3,4,,,,,,,,,
368116,5039476,0,4,,,,,,,,,
1416076,3535772,4,4,,,,,,,,,
1865652,5527323,5,4,,,,,,,,,
320792,4855374,3,0,,,,,,,,,
9768328,2013296,3,0,,,,,,,,,
1564428,1793119,5,4,,,,,,,,,
4971652,7828192,0,4,,,,,,,,,
2141700,5723904,1,4,,,,,,,,,
7616352,6300638,2,0,,,,,,,,,
2739164,1014932,1,4,,,,,,,,,
874244,8711730,0,4,,,,,,,,,
5983964,2981247,0,4,,,,,,,,,
1919892,2801599,2,4,,,,,,,,,
2241604,1919528,1,4,,,,,,,,,
6957680,1454329,2,0,,,,,,,,,
7007368,9847691,4,0,,,,,,,,,
1733928,2095556,0,0,,,,,,,,,
70328,8835361,6,0,,,,,,,,,
1266992,3883455,6,0,,,,,,,,,
6317080,2552341,0,0,,,,,,,,,
8172336,4917421,4,0,,,,,,,,,
1918380,7977768,2,4,,,,,,,,,
4603916,1339977,2,4,,,,,,,,,
679668,545939,3,4,,,,,,,,,
372176,9345292,0,0,,,,,,,,,
2098308,1473073,2,4,,,,,,,,,
8253644,6162910,0,4,,,,,,,,,
1244176,2959337,3,0,,,,,,,,,
4660256,1170816,6,0,,,,,,,,,
2609384,772457,1,0,,,,,,,,,
2991244,9192468,4,4,,,,,,,,,
5146924,7329017,6,4,,,,,,,,,
4720828,8138362,0,4,,,,,,,,,
9299348,385906,2,4,,,,,,,,,
365124,2327250,4,4,,,,,,,,,
2131732,3870704,1,4,,,,,,,,,
5622140,125052,6,4,,,,,,,,,
6118940,5038567,2,4,,,,,,,,,
7250312,5475026,6,0,,,,,,,,,
7697088,1551637,0,0,,,,,,,,,
908064,8604708,3,0,,,,,,,,,
7922072,8157261,4,0,,,,,,,,,
7483104,5346782,6,0,,,,,,,,,
2640160,987320,5,0,,,,,,,,,
9946388,1866824,4,4,,,,,,,,,
3714508,9754717,0,4,,,,,,,,,
3683280,6101873,6,0,,,,,,,,,
4372088,4459885,0,0,,,,,,,,,
3617840,1348813,2,0,,,,,,,,,
4764516,9891146,1,4,,,,,,,,,
8986684,5294954,0,4,,,,,,,,,
2363240,7448310,5,0,,,,,,,,,
9476068,8681160,0,4,,,,,,,,,
7499192,4140927,1,0,,,,,,,,,
5734272,1598514,5,0,,,,,,,,,
8971740,8935307,1,4,,,,,,,,,
2948860,2721809,5,4,,,,,,,,,
1917804,8708714,0,4,,,,,,,,,
881012,752816,6,4,,,,,,,,,
5815812,9429031,2,4,,,,,,,,,
5459804,5001416,0,4,,,,,,,,,
1738572,2287826,3,4,,,,,,,,,
6403128,811441,4,0,,,,,,,,,
9459364,5290427,5,4,,,,,,,,,
5287360,5472717,1,0,,,,,,,,,
8405816,5343864,6,0,,,,,,,,,
3970104,5336689,5,0,,,,,,,,,
9830964,1593582,3,4,,,,,,,,,
1609768,6944,6,0,,,,,,,,,
4275940,2809326,4,4,,,,,,,,,
2184004,3989337,4,4,,,,,,,,,
41268,3128122,3,4,,,,,,,,,
6921568,8487984,3,0,,,,,,,,,
173868,8895164,2,4,,,,,,,,,
5943604,8123108,2,4,,,,,,,,,
3543768,8797271,4,0,,,,,,,,,
7809600,2267110,1,0,,,,,,,,,
6955708,4849600,4,4,,,,,,,,,
3887504,8758849,5,0,,,,,,,,,
1698756,7717664,3,4,,,,,,,,,
6667980,1174170,4,4,,,,,,,,,
6312704,4284552,6,0,,,,,,,,,
8197364,1831086,0,4,,,,,,,,,
562056,167410,5,0,,,,,,,,,
5169180,4123483,2,4,,,,,,,,,
695628,2133975,3,4,,,,,,,,,
3801196,5959206,0,4,,,,,,,,,
6523508,6584766,5,4,,,,,,,,,
7675468,1688217,3,4,,,,,,,,,
9852736,9158660,5,0,,,,,,,,,
8975744,6940872,1,0,,,,,,,,,
3527952,9226271,1,0,,,,,,,,,
3300472,5403787,0,0,,,,,,,,,
1774132,1648249,3,4,,,,,,,,,
4532036,7755615,5,4,,,,,,,,,
3326736,4404740,0,0,,,,,,,,,
7877400,1776099,6,0,,,,,,,,,
327192,8945439,5,0,,,,,,,,,
7700112,4714610,0,0,,,,,,,,,
431644,6502772,3,4,,,,,,,,,
7917404,7640095,5,4,,,,,,,,,
7966060,2086186,4,4,,,,,,,,,
3820564,7401388,6,4,,,,,,,,,
8515904,7112912,5,0,,,,,,,,,
4279752,9376153,1,0,,,,,,,,,
9126592,6548409,6,0,,,,,,,,,
9274588,537118,1,4,,,,,,,,,
79624,1251832,6,0,,,,,,,,,
2654948,1930857,2,4,,,,,,,,,
3992468,2924893,4,4,,,,,,,,,
8658776,8769584,0,0,,,,,,,,,
216876,2041325,2,4,,,,,,,,,
4467356,8493982,5,4,,,,,,,,,
8688692,6999178,5,4,,,,,,,,,
5608588,2559555,6,4,,,,,,,,,
7402432,6537013,2,0,,,,,,,,,
7209604,1638152,3,4,,,,,,,,,
2645868,995998,1,4,,,,,,,,,
2600000,947599,4,0,,,,,,,,,
7551644,1711391,2,4,,,,,,,,,
7551588,4026048,2,4,,,,,,,,,
3655256,8613902,3,0,,,,,,,,,
8841648,6089396,4,0,,,,,,,,,
7012760,7012049,6,0,,,,,,,,,
8071784,6488668,0,0,,,,,,,,,
8188716,1419605,4,4,,,,,,,,,
2036152,709315,6,0,,,,,,,,,
2276288,8151706,0,0,,,,,,,,,
9189524,8289570,1,4,,,,,,,,,
3087460,6355592,5,4,,,,,,,,,
6632904,3339771,5,0,,,,,,,,,
9573500,8396068,6,4,,,,,,,,,
8535792,8825783,6,0,,,,,,,,,
1506628,9619449,4,4,,,,,,,,,
2972904,1135279,4,0,,,,,,,,,
306900,6299016,6,4,,,,,,,,,
7840464,2094343,2,0,,,,,,,,,
5736956,8803642,1,4,,,,,,,,,
849984,8082850,2,0,,,,,,,,,
7914412,5355445,2,4,,,,,,,,,
7687456,9643481,0,0,,,,,,,,,
2956372,8219552,6,4,,,,,,,,,
5191708,2344767,4,4,,,,,,,,,
9020104,1661556,2,0,,,,,,,,,
4045196,7141246,1,4,,,,,,,,,
6695832,4260489,3,0,,,,,,,,,
4983296,1899572,3,0,,,,,,,,,
7777436,4679722,2,4,,,,,,,,,
1384804,3522257,1,4,,,,,,,,,
2296304,4884584,3,0,,,,,,,,,
518544,7376709,5,0,,,,,,,,,
4493584,2981603,4,0,,,,,,,,,
6263008,5226944,3,0,,,,,,,,,
5017708,5273217,3,4,,,,,,,,,
6578232,8065401,3,0,,,,,,,,,
306496,6540031,1,0,,,,,,,,,
5231036,1314300,6,4,,,,,,,,,
1408260,7617805,0,4,,,,,,,,,
4917972,3448783,3,4,,,,,,,,,
4216772,3899897,0,4,,,,,,,,,
8425376,2549066,1,0,,,,,,,,,
549360,1782878,0,0,,,,,,,,,
9239124,4301821,6,4,,,,,,,,,
3122940,749878,2,4,,,,,,,,,
9680104,9988213,0,0,,,,,,,,,
6572360,4189828,4,0,,,,,,,,,
2687420,4991377,1,4,,,,,,,,,
7917464,2147217,2,0,,,,,,,,,
7080960,3606885,5,0,,,,,,,,,
2496132,4207506,2,4,,,,,,,,,
6521172,3732010,0,4,,,,,,,,,
7285572,8294171,0,4,,,,,,,,,
6212856,7064921,6,0,,,,,,,,,
2425632,1095677,6,0,,,,,,,,,
1111540,416079,3,4,,,,,,,,,
5287832,4606231,4,0,,,,,,,,,
2848788,4028652,5,4,,,,,,,,,
3063944,3463110,2,0,,,,,,,,,
5679808,1156982,1,0,,,,,,,,,
4457900,1845477,6,4,,,,,,,,,
1014620,6321665,5,4,,,,,,,,,
1035716,767948,3,4,,,,,,,,,
9965148,8341141,4,4,,,,,,,,,
1998276,9141359,0,4,,,,,,,,,
4160040,1057847,3,0,,,,,,,,,
3444952,3948576,0,0,,,,,,,,,
777240,3575978,2,0,,,,,,,,,
342648,3020576,5,0,,,,,,,,,
3181956,6482168,1,4,,,,,,,,,
6248876,4852568,4,4,,,,,,,,,
975876,9446198,6,4,,,,,,,,,
6932592,2912901,2,0,,,,,,,,,
1664244,2242147,1,4,,,,,,,,,
2154500,6025974,5,4,,,,,,,,,
2828028,6609644,0,4,,,,,,,,,
4311504,6217293,1,0,,,,,,,,,
9986880,8337899,1,0,,,,,,,,,
915024,1900300,5,0,,,,,,,,,
1757172,7743160,4,4,,,,,,,,,
6323556,7221123,1,4,,,,,,,,,
1882928,5602864,5,0,,,,,,,,,
9557016,6600630,0,0,,,,,,,,,
7442028,2513400,6,4,,,,,,,,,
929592,3881638,6,0,,,,,,,,,
5023284,4548774,0,4,,,,,,,,,
5361660,248161,3,4,,,,,,,,,
5746192,1318284,4,0,,,,,,,,,
1457880,6403014,4,0,,,,,,,,,
1762776,3898727,1,0,,,,,,,,,
3533940,9301092,4,4,,,,,,,,,
4827084,9832484,3,4,,,,,,,,,
1087660,2533717,0,4,,,,,,,,,
9419448,794721,3,0,,,,,,,,,
3107472,1229530,4,0,,,,,,,,,
1323832,9224092,6,0,,,,,,,,,
3348692,8111695,4,4,,,,,,,,,
9915856,4415869,6,0,,,,,,,,,
3173240,9585597,0,0,,,,,,,,,
9952752,2559482,5,0,,,,,,,,,
9568104,1833314,0,0,,,,,,,,,
1309624,5164876,1,0,,,,,,,,,
9442392,333181,1,0,,,,,,,,,
2262508,3525370,3,4,,,,,,,,,
1114980,5948691,6,4,,,,,,,,,
4462140,4494418,4,4,,,,,,,,,
3135592,2763274,5,0,,,,,,,,,
9515424,9846699,2,0,,,,,,,,,
3307236,8591524,2,4,,,,,,,,,
1598916,3272340,4,4,,,,,,,,,
3815544,4929663,5,0,,,,,,,,,
1579736,5276352,4,0,,,,,,,,,
3173544,9869468,3,0,,,,,,,,,
8842512,369385,0,0,,,,,,,,,
3227504,8055203,0,0,,,,,,,,,
4031740,1877913,6,4,,,,,,,,,
8382392,9991552,4,0,,,,,,,,,
77640,284344,3,0,,,,,,,,,
5827848,7096963,5,0,,,,,,,,,
9193340,4929732,2,4,,,,,,,,,
3480084,2196601,6,4,,,,,,,,,
3581260,1046843,4,4,,,,,,,,,
2416488,5841011,4,0,,,,,,,,,
2777636,943155,1,4,,,,,,,,,
381496,1511489,3,0,,,,,,,,,
3192836,4640676,3,4,,,,,,,,,
5045792,1807812,3,0,,,,,,,,,
3012112,9620363,5,0,,,,,,,,,
5912872,1421890,0,0,,,,,,,,,
2650152,8058745,1,0,,,,,,,,,
5546084,4607959,5,4,,,,,,,,,
2613012,6529375,3,4,,,,,,,,,
2238096,8285491,0,0,,,,,,,,,
4970344,2961514,1,0,,,,,,,,,
694824,9062157,4,0,,,,,,,,,
6481608,6358080,0,0,,,,,,,,,
662008,8778377,4,0,,,,,,,,,
8752036,224249,6,4,,,,,,,,,
1486340,1238426,2,4,,,,,,,,,
1026892,7521794,6,4,,,,,,,,,
3797308,9907617,4,4,,,,,,,,,
9605700,3194047,6,4,,,,,,,,,
1444472,5344380,1,0,,,,,,,,,
4838192,2025797,2,0,,,,,,,,,
2735000,2796271,2,0,,,,,,,,,
454320,4272174,6,0,,,,,,,,,
8863340,2347035,3,4,,,,,,,,,
4451240,324710,3,0,,,,,,,,,
7260928,3014454,3,0,,,,,,,,,
5233312,4581219,0,0,,,,,,,,,
7846416,8469081,4,0,,,,,,,,,
2197368,1734868,5,0,,,,,,,,,
9337792,2562158,2,0,,,,,,,,,
1986592,1218771,6,0,,,,,,,,,
9526204,8013021,2,4,,,,,,,,,
6388608,7804671,2,0,,,,,,,,,
3817528,4875430,1,0,,,,,,,,,
109948,6337627,6,4,,,,,,,,,
8239584,9040064,3,0,,,,,,,,,
1806512,902896,1,0,,,,,,,,,
2406760,4181057,6,0,,,,,,,,,
9839060,2550649,0,4,,,,,,,,,
5001472,4395432,0,0,,,,,,,,,
7210772,1138680,2,4,,,,,,,,,
3101756,1665435,0,4,,,,,,,,,
984664,9308010,2,0,,,,,,,,,
2165196,2385604,5,4,,,,,,,,,
3734876,5412149,5,4,,,,,,,,,
3920732,3273430,4,4,,,,,,,,,
2919140,2951983,0,4,,,,,,,,,
3233528,7955781,4,0,,,,,,,,,
3568340,7055485,6,4,,,,,,,,,
205584,992906,1,0,,,,,,,,,
1211668,8777475,3,4,,,,,,,,,
2044212,7570505,2,4,,,,,,,,,
6246284,7816846,2,4,,,,,,,,,
7984220,1852769,6,4,,,,,,,,,
2762928,9940922,0,0,,,,,,,,,
3328180,4040973,2,4,,,,,,,,,
7109976,2841301,6,0,,,,,,,,,
8191500,8104193,2,4,,,,,,,,,
3806764,2475075,3,4,,,,,,,,,
5264188,8490365,6,4,,,,,,,,,
1966448,7499004,1,0,,,,,,,,,
8194720,291264,2,0,,,,,,,,,
4577952,5840006,1,0,,,,,,,,,
981244,1108901,5,4,,,,,,,,,
4325684,1563869,6,4,,,,,,,,,
113236,5844076,4,4,,,,,,,,,
6942244,6123171,1,4,,,,,,,,,
1635896,5347758,3,0,,,,,,,,,
2452872,1549637,2,0,,,,,,,,,
8304800,9390710,0,0,,,,,,,,,
3514172,1764721,4,4,,,,,,,,,
8881876,930647,3,4,,,,,,,,,
3839972,2778749,3,4,,,,,,,,,
826488,4687730,5,0,,,,,,,,,
5884652,3203086,4,4,,,,,,,,,
910984,7376801,4,0,,,,,,,,,
2657292,8191714,1,4,,,,,,,,,
8027760,1167191,6,0,,,,,,,,,
9563196,9597922,6,4,,,,,,,,,
8784240,8372936,3,0,,,,,,,,,
7457008,9708379,6,0,,,,,,,,,
1263436,2837877,6,4,,,,,,,,,
9902528,4759060,6,0,,,,,,,,,
655196,4083988,3,4,,,,,,,,,
9427680,1742674,3,0,,,,,,,,,
4525712,1258592,2,0,,,,,,,,,
7139676,7007439,5,4,,,,,,,,,
3652376,1941063,0,0,,,,,,,,,
3734448,9120070,4,0,,,,,,,,,
1836176,6136744,6,0,,,,,,,,,
4198272,3990697,1,0,,,,,,,,,
1843520,4878869,0,0,,,,,,,,,
6619332,1398588,6,4,,,,,,,,,
5619072,3583028,4,0,,,,,,,,,
3131588,7206869,5,4,,,,,,,,,
844824,6617065,1,0,,,,,,,,,
8203812,6543631,1,4,,,,,,,,,
5876904,7294377,5,0,,,,,,,,,
8884804,1886653,5,4,,,,,,,,,
1607544,4127407,1,0,,,,,,,,,
2677124,1590757,2,4,,,,,,,,,
8416356,6823723,4,4,,,,,,,,,
1517224,796730,2,0,,,,,,,,,
5764724,1606316,0,4,,,,,,,,,
9006120,6268560,4,0,,,,,,,,,
57052,9955147,2,4,,,,,,,,,
3143648,6379837,4,0,,,,,,,,,
787644,6692852,4,4,,,,,,,,,
7980276,8598178,3,4,,,,,,,,,
4024704,9584522,5,0,,,,,,,,,
3089644,3879973,5,4,,,,,,,,,
150648,3153647,1,0,,,,,,,,,
5486644,5414277,2,4,,,,,,,,,
4166576,5560528,1,0,,,,,,,,,
735404,6796505,5,4,,,,,,,,,
6883676,3475563,2,4,,,,,,,,,
1616040,9531692,6,0,,,,,,,,,
6205700,5106572,4,4,,,,,,,,,
888160,1315055,0,0,,,,,,,,,
6263536,4884194,6,0,,,,,,,,,
8562920,2614179,2,0,,,,,,,,,
8164892,8421035,1,4,,,,,,,,,
8094868,7350752,5,4,,,,,,,,,
7389836,1524618,6,4,,,,,,,,,
2939416,2218292,4,0,,,,,,,,,
1552668,9634933,5,4,,,,,,,,,
3348308,2117103,5,4,,,,,,,,,
2368000,3455913,5,0,,,,,,,,,
3641088,3593282,3,0,,,,,,,,,
1984876,7389080,5,4,,,,,,,,,
1518900,3038593,5,4,,,,,,,,,
2639496,1407264,6,0,,,,,,,,,
8299980,649190,3,4,,,,,,,,,
1890320,2626294,5,0,,,,,,,,,
3992196,7421094,5,4,,,,,,,,,
7614092,7203819,3,4,,,,,,,,,
2975624,4237978,1,0,,,,,,,,,
1230720,9362138,1,0,,,,,,,,,
2028864,175344,5,0,,,,,,,,,
2212208,735741,5,0,,,,,,,,,
9406068,3923323,0,4,,,,,,,,,
7385656,1779916,5,0,,,,,,,,,
2917376,9171779,0,0,,,,,,,,,
1509312,764994,0,0,,,,,,,,,
6652808,9123825,1,0,,,,,,,,,
3206148,5236619,1,4,,,,,,,,,
8562848,9377548,0,0,,,,,,,,,
6535996,9329278,5,4,,,,,,,,,
9780012,4058944,4,4,,,,,,,,,
9320880,6125461,2,0,,,,,,,,,
2691100,7081375,6,4,,,,,,,,,
6105188,4512026,5,4,,,,,,,,,
1253632,2106038,2,0,,,,,,,,,
2587384,3597145,2,0,,,,,,,,,
5078752,7088758,0,0,,,,,,,,,
2507392,8545455,6,0,,,,,,,,,
5086132,3446717,2,4,,,,,,,,,
2595488,9125986,0,0,,,,,,,,,
2435652,729460,2,4,,,,,,,,,
2815484,4465540,0,4,,,,,,,,,
8767440,474375,3,0,,,,,,,,,
4812648,3574864,1,0,,,,,,,,,
954444,7826516,1,4,,,,,,,,,
8969900,714080,2,4,,,,,,,,,
9179276,4814466,1,4,,,,,,,,,
609548,4962593,2,4,,,,,,,,,
1672156,4787752,3,4,,,,,,,,,
1093016,2032847,1,0,,,,,,,,,
2642080,7420105,0,0,,,,,,,,,
1385076,5896927,0,4,,,,,,,,,
4230168,3404999,5,0,,,,,,,,,
8163928,9738156,3,0,,,,,,,,,
8756948,7456998,4,4,,,,,,,,,
9590264,5611442,5,0,,,,,,,,,
941812,8322264,4,4,,,,,,,,,
5486832,2359049,1,0,,,,,,,,,
1764620,6937816,4,4,,,,,,,,,
9160880,8865678,1,0,,,,,,,,,
1213764,8773677,6,4,,,,,,,,,
6379732,3296248,2,4,,,,,,,,,
2475156,6307023,5,4,,,,,,,,,
1982860,1070972,5,4,,,,,,,,,
6494668,9865914,5,4,,,,,,,,,
3780600,4642278,5,0,,,,,,,,,
4845244,6072834,5,4,,,,,,,,,
7841896,7432235,6,0,,,,,,,,,
5882552,95496,4,0,,,,,,,,,
8217468,4116456,0,4,,,,,,,,,
5639004,9873655,0,4,,,,,,,,,
6504208,78339,4,0,,,,,,,,,
8025620,1249432,1,4,,,,,,,,,
4212740,7451214,0,4,,,,,,,,,
1504036,7877536,2,4,,,,,,,,,
2738524,5213398,5,4,,,,,,,,,
7487212,9977277,5,4,,,,,,,,,
2094860,8322944,5,4,,,,,,,,,
571128,5274085,5,0,,,,,,,,,
6902768,7774927,5,0,,,,,,,,,
9626176,2893492,0,0,,,,,,,,,
5323832,9955960,3,0,,,,,,,,,
4158092,7827633,1,4,,,,,,,,,
972020,2449436,0,4,,,,,,,,,
4414044,2538892,5,4,,,,,,,,,
1180184,40831,5,0,,,,,,,,,
792556,8369093,2,4,,,,,,,,,
9022860,6417275,0,4,,,,,,,,,
7305160,9599582,2,0,,,,,,,,,
4873716,2609822,1,4,,,,,,,,,
8114224,7630967,6,0,,,,,,,,,
7378232,4060814,1,0,,,,,,,,,
4957732,6826003,3,4,,,,,,,,,
4854988,2486463,5,4,,,,,,,,,
8088248,2431517,0,0,,,,,,,,,
2944992,9252070,1,0,,,,,,,,,
8140484,2177295,2,4,,,,,,,,,
4164696,7165387,4,0,,,,,,,,,
4518680,9772193,5,0,,,,,,,,,
4207968,8843158,2,0,,,,,,,,,
6952720,3036198,5,0,,,,,,,,,
3103276,5662309,1,4,,,,,,,,,
